,UNITID,Year,INSTNM,PREDDEG,HIGHDEG,CONTROL,ADM_RATE,ACTCMMID,SAT_AVG,UGDS,NUM4_PRIV,TUITIONFEE_IN,TUITIONFEE_OUT,INEXPFTE,AVGFACSAL,C150_4,RET_FT4,PCTFLOAN,CDR2,COMP_ORIG_YR2_RT,COMP_4YR_TRANS_YR2_RT,WDRAW_ORIG_YR2_RT,COMPL_RPY_3YR_RT,OVERALL_YR4_N,DEBT_MDN,MN_EARN_WNE_P10,ICLEVEL,UGDS_MEN,UGDS_WOMEN,GRADS,BOOKSUPPLY,ROOMBOARD_ON,GT_THRESHOLD_P8,cluster
472,137476.0,2011,St. Thomas University,3.0,4.0,2.0,0.5935,18.0,860.0,1113.0,177.0,22770.0,22770.0,6853.0,8732.0,0.4,0.6933,0.6548,0.06,0.272040302,0.0302267,0.216624685,0.8102564103,458.0,10250.0,,1.0,0.4385,0.5615,1356.0,1200.0,7500.0,,5
473,137546.0,2011,Stetson University,3.0,4.0,2.0,0.5051,24.0,1096.0,2124.0,367.0,33424.0,33424.0,11129.0,8770.0,0.612,0.7649,0.5569,0.023,0.107750473,,0.103969754,0.885026738,476.0,15687.5,,1.0,0.4298,0.5702,1622.0,1200.0,9820.0,,5
477,137847.0,2011,The University of Tampa,3.0,4.0,2.0,0.5309,24.0,1077.0,5651.0,869.0,23218.0,23218.0,6697.0,7563.0,0.5929,0.6919,0.5398,0.058,0.132137031,0.025285481,0.086460033,0.8263403263,1096.0,13000.0,,1.0,0.4364,0.5636,740.0,1086.0,8590.0,,5
492,138947.0,2011,Clark Atlanta University,3.0,4.0,2.0,0.6937,20.0,885.0,3267.0,658.0,17954.0,17954.0,7070.0,5937.0,0.4306,0.661,0.8941,0.091,0.041703638,0.009760426,0.170363798,0.6118067979,1234.0,16000.0,,1.0,0.2758,0.7242,674.0,2200.0,8844.0,,5
496,139144.0,2011,Berry College,3.0,4.0,2.0,0.6391,26.0,1174.0,1910.0,367.0,24620.0,24620.0,13531.0,6530.0,0.6012,0.7786,0.5273,0.051,0.073239437,,0.073239437,0.91796875,287.0,11000.0,,1.0,0.3262,0.6738,159.0,1200.0,8724.0,,5
497,139199.0,2011,Brenau University,3.0,4.0,2.0,0.2164,20.0,967.0,1766.0,124.0,20130.0,20130.0,5668.0,5857.0,0.4596,0.7233,0.6836,0.039,0.254637437,,0.177065767,0.8091872792,613.0,12745.0,,1.0,0.0946,0.9054,961.0,1100.0,10065.0,,5
504,139393.0,2011,Covenant College,3.0,4.0,2.0,0.602,25.0,1156.0,1217.0,196.0,26226.0,26226.0,6712.0,6235.0,0.55,0.7906,0.589,0.035,0.060509554,,0.257961783,,359.0,12000.0,,1.0,0.447,0.553,63.0,1000.0,7450.0,,5
509,139658.0,2011,Emory University,3.0,4.0,2.0,0.2966,,1390.0,7140.0,808.0,39158.0,39158.0,39876.0,11357.0,0.8803,0.9441,0.3801,0.013,0.331797235,,0.035023042,0.8930348259,1046.0,15000.0,,1.0,0.4489,0.5511,6150.0,1100.0,11198.0,,5
530,140447.0,2011,Mercer University,3.0,4.0,2.0,0.6395,26.0,1182.0,4383.0,426.0,30560.0,30560.0,9554.0,7414.0,0.5997,0.8149,0.712,0.019,0.163893511,0.009983361,0.188019967,0.7398601399,1194.0,14848.0,,1.0,0.3267,0.6733,3727.0,1200.0,10088.0,,5
536,140696.0,2011,Oglethorpe University,3.0,4.0,2.0,0.8641,25.0,1142.0,1053.0,154.0,27950.0,27950.0,5943.0,6916.0,0.5799,0.7672,0.5965,0.092,0.070671378,,0.144876325,0.8682170543,227.0,15000.0,,1.0,0.397,0.603,72.0,900.0,9990.0,,5
537,140818.0,2011,Piedmont University,3.0,4.0,2.0,0.6114,22.0,1030.0,1256.0,174.0,18000.0,18000.0,5277.0,5646.0,0.4192,0.6744,0.7161,0.021,0.243243243,,0.144144144,0.7459283388,370.0,10113.0,,1.0,0.3073,0.6927,1420.0,1306.0,7500.0,,5
538,140872.0,2011,Reinhardt University,3.0,4.0,2.0,0.5792,22.0,996.0,1075.0,156.0,17166.0,17166.0,7023.0,5598.0,0.375,0.582,0.4195,0.086,,,0.250814332,,275.0,9000.0,,1.0,0.4298,0.5702,117.0,1300.0,6386.0,,5
540,140951.0,2011,Savannah College of Art and Design,3.0,4.0,2.0,0.6261,23.0,1073.0,8230.0,1113.0,29570.0,29570.0,9277.0,7050.0,0.6672,0.8179,0.5949,0.034,0.087287639,0.009373169,0.142940832,0.789251844,1591.0,16168.0,,1.0,0.386,0.614,1968.0,2400.0,11751.0,,5
552,141486.0,2011,Chaminade University of Honolulu,3.0,4.0,2.0,0.9013,21.0,958.0,1996.0,211.0,17740.0,17740.0,6354.0,6439.0,0.4737,0.6718,0.5503,0.066,0.141826923,,0.185096154,0.8174273859,463.0,7500.0,,1.0,0.3422,0.6578,761.0,1200.0,10700.0,,5
555,141644.0,2011,Hawaii Pacific University,3.0,4.0,2.0,0.776,23.0,1030.0,6707.0,337.0,15820.0,15820.0,4982.0,7443.0,0.3887,0.7291,0.3438,0.038,0.110590441,0.014058107,0.170571696,0.8426183844,1006.0,11500.0,,1.0,0.4361,0.5639,1281.0,1200.0,11648.0,,5
566,142294.0,2011,The College of Idaho,3.0,4.0,2.0,0.6299,25.0,1136.0,1025.0,197.0,21380.0,21380.0,6696.0,5300.0,0.5842,0.8881,0.5878,0.032,0.069672131,,0.106557377,0.9010989011,172.0,12750.0,,1.0,0.4166,0.5834,21.0,1200.0,7448.0,,5
569,142461.0,2011,Northwest Nazarene University,3.0,4.0,2.0,,,,1262.0,218.0,23100.0,23100.0,8521.0,5458.0,0.5425,0.685,0.646,0.047,0.070257611,,0.213114754,,350.0,11098.5,,1.0,0.4049,0.5951,686.0,1100.0,6070.0,,5
572,143048.0,2011,School of the Art Institute of Chicago,3.0,4.0,2.0,0.733,24.0,1115.0,2490.0,272.0,36150.0,36150.0,11673.0,7736.0,0.6109,0.761,0.4896,0.069,0.146252285,,0.191956124,0.8079710145,484.0,15000.0,,1.0,0.3225,0.6775,755.0,2740.0,13500.0,,5
574,143118.0,2011,Aurora University,3.0,4.0,2.0,0.7302,22.0,1027.0,2614.0,348.0,18700.0,18700.0,4593.0,6603.0,0.5442,0.7332,0.6658,0.047,0.22310757,,0.103585657,0.7699757869,659.0,11051.0,,1.0,0.3523,0.6477,1805.0,1000.0,7920.0,,5
577,143358.0,2011,Bradley University,3.0,4.0,2.0,0.7169,25.0,1143.0,5067.0,830.0,25424.0,25424.0,11995.0,7594.0,0.7307,0.8716,0.6977,0.019,0.072610294,,0.058823529,0.9062821833,976.0,18375.0,,1.0,0.4642,0.5358,746.0,1200.0,7950.0,,5
580,144050.0,2011,University of Chicago,3.0,4.0,2.0,0.1882,32.0,1458.0,5258.0,653.0,42041.0,42041.0,66453.0,14297.0,0.9294,0.9813,0.3693,0.011,0.237543453,,0.02433372,0.9232209738,1093.0,10000.0,,1.0,0.5139,0.4861,9882.0,1250.0,12153.0,,5
589,144351.0,2011,Concordia University-Chicago,3.0,4.0,2.0,0.4881,22.0,1015.0,1337.0,345.0,24396.0,24396.0,7165.0,4643.0,0.5946,0.6797,0.7598,0.025,0.198660714,,0.109375,0.8289473684,305.0,9500.0,,1.0,0.4323,0.5677,3847.0,1200.0,8000.0,,5
592,144740.0,2011,DePaul University,3.0,4.0,2.0,0.7416,25.0,1130.0,15801.0,1841.0,28858.0,28858.0,10018.0,9316.0,0.6766,0.869,0.6278,0.024,0.118759853,,0.12112454,0.8296370968,3128.0,13334.0,,1.0,0.4507,0.5493,9093.0,1134.0,10955.0,,5
597,144962.0,2011,Elmhurst University,3.0,4.0,2.0,0.7357,24.0,1104.0,3032.0,405.0,28660.0,28660.0,7018.0,7053.0,0.6995,0.7688,0.6004,0.014,0.168152866,,0.070063694,0.8645833333,639.0,14625.0,,1.0,0.3763,0.6237,285.0,1000.0,8216.0,,5
599,145372.0,2011,Greenville University,3.0,4.0,2.0,0.7824,22.0,1004.0,1329.0,226.0,20924.0,20924.0,5477.0,5250.0,0.5941,0.7549,0.8705,0.052,0.022587269,,0.258726899,,496.0,14750.0,,1.0,0.5026,0.4974,240.0,900.0,7476.0,,5
602,145619.0,2011,Benedictine University,3.0,4.0,2.0,0.7741,23.0,1049.0,3582.0,330.0,23240.0,23240.0,4853.0,7211.0,0.5216,0.7633,0.4671,0.053,0.054255319,0.011702128,0.232978723,0.8148148148,773.0,12275.0,,1.0,0.4062,0.5938,3161.0,1340.0,7220.0,,5
607,145725.0,2011,Illinois Institute of Technology,3.0,4.0,2.0,0.6449,28.0,1267.0,2562.0,301.0,32443.0,32443.0,12494.0,9677.0,0.6377,0.878,0.5013,0.028,0.248713551,,0.07890223,0.8974358974,543.0,14125.0,,1.0,0.6975,0.3025,5172.0,1000.0,10094.0,,5
620,146481.0,2011,Lake Forest College,3.0,4.0,2.0,0.6062,,,1404.0,248.0,35525.0,35525.0,10255.0,7411.0,0.6988,0.8366,0.6373,0.037,0.077170418,,0.054662379,0.8402061856,284.0,20062.5,,1.0,0.3974,0.6026,17.0,1000.0,8327.0,,5
623,146612.0,2011,Lewis University,3.0,4.0,2.0,0.6857,22.0,1029.0,4174.0,515.0,23780.0,23780.0,8664.0,7939.0,0.5835,0.8226,0.6433,0.044,0.137236963,,0.130832571,0.7761904762,957.0,15000.0,,1.0,0.431,0.569,1882.0,1000.0,8600.0,,5
627,146719.0,2011,Loyola University Chicago,3.0,4.0,2.0,0.5958,27.0,1216.0,9386.0,1617.0,32114.0,32114.0,9547.0,9338.0,0.6749,0.8515,0.6821,0.035,0.106902357,0.006313131,0.09006734,0.8623853211,2357.0,18750.0,,1.0,0.3622,0.6378,6204.0,1200.0,11220.0,,5
629,147013.0,2011,McKendree University,3.0,4.0,2.0,0.6763,22.0,1028.0,2298.0,255.0,23130.0,23130.0,4684.0,6196.0,0.5252,0.7934,0.6292,0.056,0.167235495,,0.126279864,0.7824074074,569.0,11471.0,,1.0,0.4399,0.5601,952.0,1200.0,8240.0,,5
630,147244.0,2011,Millikin University,3.0,4.0,2.0,0.5812,22.0,1014.0,2212.0,453.0,27525.0,27525.0,8095.0,6011.0,0.5887,0.7763,0.7496,0.051,0.102728732,,0.107544141,0.8289036545,592.0,17583.0,,1.0,0.391,0.609,33.0,1000.0,8291.0,,5
632,147369.0,2011,Moody Bible Institute,3.0,4.0,2.0,0.7586,25.0,1105.0,2627.0,0.0,9968.0,9968.0,7537.0,,0.593,0.9431,0.0,0.0,,,,,,,,1.0,0.5619,0.4381,603.0,1000.0,8660.0,,5
635,147536.0,2011,National Louis University,3.0,4.0,2.0,0.9091,,,1437.0,1.0,18355.0,18355.0,6675.0,6046.0,0.2,0.0,0.695,0.038,0.248049922,,0.312012481,0.7520661157,640.0,8616.0,,1.0,0.2651,0.7349,4674.0,1005.0,,,5
636,147660.0,2011,North Central College,3.0,4.0,2.0,0.6845,25.0,1124.0,2506.0,417.0,28224.0,28224.0,7880.0,7149.0,0.6799,0.8063,0.6971,0.033,0.131326949,,0.103967168,0.8864097363,618.0,15000.0,,1.0,0.4457,0.5543,296.0,1200.0,8463.0,,5
637,147679.0,2011,North Park University,3.0,4.0,2.0,0.3379,22.0,1041.0,2162.0,288.0,19960.0,19960.0,6036.0,6569.0,0.5804,0.6961,0.6893,0.068,0.095461659,,0.126760563,0.9036144578,576.0,13750.0,,1.0,0.3844,0.6156,1009.0,1000.0,8350.0,,5
639,147767.0,2011,Northwestern University,3.0,4.0,2.0,0.2715,32.0,1434.0,8947.0,1038.0,40223.0,40223.0,31014.0,12790.0,0.9436,0.9558,0.3467,0.012,0.210484512,,0.048451152,0.9226260258,1494.0,12501.0,,1.0,0.4781,0.5219,10946.0,1737.0,12240.0,,5
642,147828.0,2011,Olivet Nazarene University,3.0,4.0,2.0,0.8059,24.0,1085.0,3143.0,597.0,25590.0,25590.0,4988.0,6177.0,0.6066,0.7539,0.6755,0.031,0.06122449,,0.195678271,0.8940397351,856.0,12750.0,,1.0,0.3761,0.6239,1407.0,1000.0,6400.0,,5
645,148131.0,2011,Quincy University,3.0,4.0,2.0,0.9097,22.0,1004.0,1228.0,221.0,23000.0,23000.0,4926.0,4861.0,0.4386,0.751,0.6994,0.08,0.133333333,0.032098765,0.17037037,0.8472222222,278.0,12000.0,,1.0,0.4202,0.5798,638.0,1250.0,8960.0,,5
651,148487.0,2011,Roosevelt University,3.0,4.0,2.0,0.4981,22.0,1031.0,3867.0,478.0,23000.0,23000.0,7842.0,7664.0,0.4846,0.5645,0.686,0.04,0.198325821,,0.250482936,0.7576499388,1169.0,11450.0,,1.0,0.3419,0.6581,2847.0,1000.0,11200.0,,5
652,148496.0,2011,Dominican University,3.0,4.0,2.0,0.6132,23.0,1048.0,1789.0,169.0,25710.0,25710.0,7821.0,6854.0,0.6494,0.8123,0.6949,0.044,0.125,,0.101923077,0.7959183673,413.0,14562.5,,1.0,0.327,0.673,1809.0,1200.0,8000.0,,5
653,148584.0,2011,University of St Francis,3.0,4.0,2.0,0.4554,23.0,1067.0,1757.0,174.0,24742.0,24742.0,6879.0,6951.0,0.5924,0.8296,0.6497,0.017,0.117391304,,0.147826087,0.8444444444,411.0,15000.0,,1.0,0.284,0.716,1479.0,800.0,7853.0,,5
654,148627.0,2011,Saint Xavier University,3.0,4.0,2.0,0.5324,23.0,1051.0,2948.0,391.0,25520.0,25520.0,7363.0,7507.0,0.5616,0.7195,0.7685,0.06,0.138219895,,0.113089005,0.8303303303,941.0,14000.0,,1.0,0.3104,0.6896,1884.0,1200.0,8692.0,,5
665,149514.0,2011,Trinity International University-Illinois,3.0,4.0,2.0,0.9433,23.0,1028.0,1010.0,137.0,23370.0,23370.0,7227.0,6781.0,0.5815,0.7097,0.5053,0.061,0.055555556,,0.287878788,0.843373494,456.0,12500.0,,1.0,0.4733,0.5267,1517.0,1160.0,7660.0,,5
669,149781.0,2011,Wheaton College,3.0,4.0,2.0,0.6597,29.0,1312.0,2406.0,334.0,27580.0,27580.0,12184.0,7526.0,0.884,0.9548,0.4736,0.011,0.094907407,,0.048611111,0.9433962264,341.0,15562.5,,1.0,0.49,0.51,592.0,800.0,8050.0,,5
671,150066.0,2011,Anderson University,3.0,4.0,2.0,0.7929,23.0,1041.0,1975.0,435.0,24000.0,24000.0,8005.0,5896.0,0.5682,0.7026,0.7516,0.038,0.061461794,,0.096345515,0.881147541,504.0,17500.0,,1.0,0.4309,0.5691,543.0,1050.0,8350.0,,5
673,150145.0,2011,Bethel University,3.0,4.0,2.0,0.724,22.0,1025.0,1867.0,277.0,22590.0,22590.0,6490.0,5219.0,0.6111,0.7898,0.8283,0.068,0.030201342,,0.317114094,0.9197080292,483.0,12009.5,,1.0,0.3471,0.6529,227.0,1600.0,6670.0,,5
674,150163.0,2011,Butler University,3.0,4.0,2.0,0.7317,28.0,1209.0,3850.0,635.0,30558.0,30558.0,11555.0,7297.0,0.7319,0.8931,0.5972,0.007,0.075,,0.045833333,0.9264705882,640.0,18479.0,,1.0,0.4057,0.5943,779.0,1000.0,10130.0,,5
677,150455.0,2011,Earlham College,3.0,4.0,2.0,0.7389,27.0,1193.0,1157.0,173.0,36694.0,36694.0,16200.0,6789.0,0.7292,0.8247,0.5155,0.028,,,0.091743119,0.8591549296,184.0,15750.0,,1.0,0.4512,0.5488,142.0,850.0,7400.0,,5
678,150534.0,2011,University of Evansville,3.0,4.0,2.0,0.8359,26.0,1147.0,2578.0,508.0,28076.0,28076.0,9394.0,6943.0,0.6656,0.8204,0.5977,0.027,0.067150635,,0.101633394,0.9288617886,481.0,16250.0,,1.0,0.4038,0.5962,182.0,1000.0,9110.0,,5
680,150677.0,2011,Grace College and Theological Seminary,3.0,4.0,2.0,0.7405,24.0,1056.0,1392.0,187.0,21700.0,21700.0,3921.0,5186.0,0.5989,0.7788,0.5293,0.021,0.115151515,,0.075757576,,244.0,15560.0,,1.0,0.569,0.431,239.0,1000.0,7074.0,,5
682,150941.0,2011,Huntington University,3.0,4.0,2.0,0.8449,23.0,1048.0,1122.0,213.0,22330.0,22330.0,8225.0,5649.0,0.6158,0.7619,0.6635,0.031,0.094936709,,0.132911392,,277.0,14981.0,,1.0,0.4537,0.5463,90.0,950.0,7430.0,,5
699,151263.0,2011,University of Indianapolis,3.0,4.0,2.0,0.6923,22.0,1014.0,4027.0,632.0,22220.0,22220.0,7974.0,6289.0,0.5015,0.7642,0.6856,0.04,0.08382643,,0.15877712,0.8455284553,871.0,11625.0,,1.0,0.3233,0.6767,1210.0,1030.0,8440.0,,5
700,151290.0,2011,Indiana Institute of Technology,3.0,4.0,2.0,0.6915,20.0,922.0,3918.0,300.0,22420.0,22420.0,3455.0,5851.0,0.2977,0.6129,0.7072,0.069,0.06841612,0.010309278,0.330834114,0.757493188,764.0,7500.0,,1.0,0.4267,0.5733,440.0,0.0,8410.0,,5
713,151786.0,2011,Marian University,3.0,4.0,2.0,0.5358,21.0,1021.0,2039.0,285.0,24960.0,24960.0,6648.0,5198.0,0.5551,0.7372,0.7562,0.032,0.089810017,,0.136442142,0.7328042328,574.0,15000.0,,1.0,0.3722,0.6278,225.0,1200.0,7800.0,,5
714,151801.0,2011,Indiana Wesleyan University-Marion,3.0,4.0,2.0,0.7349,24.0,1083.0,10663.0,,21214.0,21214.0,4193.0,6052.0,0.6253,0.7668,0.52,0.041,0.22307063,0.00545405,0.243523316,0.769525268,3070.0,10500.0,,1.0,0.3486,0.6514,4949.0,1266.0,7008.0,,5
716,152080.0,2011,University of Notre Dame,3.0,4.0,2.0,0.2877,33.0,1430.0,8433.0,1457.0,39919.0,39919.0,26570.0,11375.0,0.9597,0.9796,0.5794,0.005,0.066835871,,0.014382403,0.9401294498,1214.0,18125.0,,1.0,0.5361,0.4639,3550.0,950.0,10870.0,,5
717,152099.0,2011,Oakland City University,2.0,4.0,2.0,0.6523,21.0,962.0,1406.0,120.0,15990.0,15990.0,3575.0,4420.0,0.6246,0.711,0.1629,0.052,0.125,,0.173076923,0.8253968254,252.0,7788.0,,1.0,0.4851,0.5149,157.0,1500.0,7300.0,,5
720,152318.0,2011,Rose-Hulman Institute of Technology,3.0,4.0,2.0,0.6591,30.0,1312.0,1872.0,299.0,38470.0,38470.0,17440.0,9021.0,0.7726,0.8925,0.6354,0.011,0.053333333,,0.045333333,,347.0,19583.0,,1.0,0.8002,0.1998,105.0,1500.0,9957.0,,5
721,152336.0,2011,University of Saint Francis-Fort Wayne,3.0,4.0,2.0,0.5577,22.0,992.0,1853.0,264.0,22810.0,22810.0,9270.0,5395.0,0.5563,0.7276,0.9359,0.072,0.157116451,,0.14232902,0.9011299435,529.0,14250.0,,1.0,0.306,0.694,340.0,1200.0,7560.0,,5
722,152363.0,2011,Saint Josephs College,3.0,4.0,2.0,0.6121,22.0,988.0,1005.0,195.0,25260.0,25260.0,5929.0,5537.0,0.565,0.6777,0.6149,0.042,,,0.107279694,0.8187134503,224.0,13685.0,,1.0,0.4199,0.5801,,800.0,7640.0,,5
723,152381.0,2011,Saint Mary-of-the-Woods College,3.0,4.0,2.0,0.6865,23.0,982.0,1267.0,86.0,24500.0,24500.0,7997.0,4860.0,0.5116,0.7253,0.785,0.049,0.035928144,,0.338323353,0.7912087912,254.0,6750.0,,1.0,0.0529,0.9471,228.0,1500.0,8890.0,,5
725,152530.0,2011,Taylor University,3.0,4.0,2.0,0.8334,27.0,1167.0,1874.0,307.0,26383.0,26383.0,8370.0,5775.0,0.7773,0.876,0.41,0.019,,,0.14479638,0.9362745098,467.0,12500.0,,1.0,0.4408,0.5592,145.0,1000.0,6972.0,,5
726,152567.0,2011,Trine University,3.0,4.0,2.0,0.7454,25.0,1101.0,1649.0,384.0,25400.0,25400.0,6160.0,5229.0,0.5035,0.7724,0.7687,0.068,0.086956522,,0.135869565,0.8450704225,472.0,12250.0,,1.0,0.6622,0.3378,12.0,1600.0,8500.0,,5
727,152600.0,2011,Valparaiso University,3.0,4.0,2.0,0.8454,26.0,1155.0,2795.0,502.0,29582.0,29582.0,9494.0,7264.0,0.7038,0.8152,0.6659,0.027,0.082191781,,0.100456621,0.8993135011,577.0,17500.0,,1.0,0.4733,0.5267,1184.0,1200.0,8330.0,,5
729,153001.0,2011,Buena Vista University,3.0,4.0,2.0,0.7086,23.0,1067.0,2463.0,244.0,26306.0,26306.0,5989.0,6603.0,0.577,0.7196,0.7962,0.045,0.215228426,,0.3035533,0.848413631,943.0,15000.0,,1.0,0.3601,0.6399,94.0,875.0,7582.0,,5
731,153144.0,2011,Coe College,3.0,4.0,2.0,0.6138,26.0,1165.0,1295.0,247.0,30860.0,30860.0,11602.0,6733.0,0.6994,0.7846,0.8104,0.031,0.085959885,,0.05730659,0.9051724138,250.0,20125.0,,1.0,0.4633,0.5367,12.0,1000.0,7290.0,,5
734,153250.0,2011,Dordt University,3.0,4.0,2.0,0.8398,24.0,1106.0,1341.0,242.0,23180.0,23180.0,8401.0,5925.0,0.6536,0.7588,0.6934,0.016,0.075801749,0.037900875,0.096209913,,269.0,16750.0,,1.0,0.5145,0.4855,,1010.0,6310.0,,5
735,153269.0,2011,Drake University,3.0,4.0,2.0,0.6501,27.0,1222.0,3464.0,561.0,26960.0,26960.0,6276.0,8192.0,0.7519,0.8467,0.5506,0.022,0.131612903,,0.058064516,0.9180887372,598.0,17125.0,,1.0,0.4345,0.5655,2089.0,900.0,8130.0,,5
736,153278.0,2011,University of Dubuque,3.0,4.0,2.0,0.7578,21.0,972.0,1687.0,326.0,21590.0,21590.0,7386.0,5972.0,0.4621,0.6657,0.9156,0.081,0.128421053,,0.111578947,0.8177966102,438.0,14217.0,,1.0,0.5542,0.4458,287.0,950.0,7370.0,,5
738,153366.0,2011,Graceland University-Lamoni,3.0,4.0,2.0,0.3927,21.0,970.0,1335.0,178.0,20980.0,20980.0,7439.0,4999.0,0.4901,0.6835,0.6253,0.038,0.294871795,,0.151282051,0.7769784173,397.0,14998.0,,1.0,0.403,0.597,803.0,1000.0,7040.0,,5
739,153375.0,2011,Grand View University,3.0,4.0,2.0,0.9201,21.0,967.0,2035.0,203.0,20222.0,20222.0,6116.0,5651.0,0.445,0.6783,0.8499,0.047,0.181818182,0.012987013,0.149350649,0.8677130045,557.0,12756.0,,1.0,0.4049,0.5951,33.0,900.0,6732.0,,5
749,153825.0,2011,Loras College,3.0,4.0,2.0,0.6401,24.0,1090.0,1516.0,321.0,26275.0,26275.0,6702.0,5776.0,0.6074,0.7767,0.7558,0.023,0.086956522,,0.058823529,0.9366754617,378.0,19497.0,,1.0,0.5086,0.4914,46.0,1300.0,7306.0,,5
752,154004.0,2011,Morningside College,3.0,4.0,2.0,0.5933,23.0,1050.0,1231.0,282.0,22980.0,22980.0,5273.0,5713.0,0.5,0.7046,0.8515,0.032,0.093582888,,0.120320856,0.8875968992,362.0,15946.0,,1.0,0.4639,0.5361,741.0,1014.0,7040.0,,5
753,154013.0,2011,Mount Mercy University,3.0,4.0,2.0,0.7021,23.0,1050.0,1423.0,111.0,23260.0,23260.0,7002.0,5746.0,0.6168,0.8188,0.5414,0.018,0.251184834,,0.130331754,0.8837209302,431.0,15500.0,,1.0,0.3029,0.6971,202.0,1200.0,7260.0,,5
754,154022.0,2011,Ashford University,3.0,4.0,3.0,0.6746,20.0,948.0,56977.0,2594.0,10218.0,10218.0,1156.0,4859.0,0.3654,0.3564,0.777,0.153,0.116379551,0.0061047,0.370045158,0.7364485981,9661.0,4750.0,,1.0,0.2853,0.7147,5842.0,1350.0,6000.0,,5
759,154235.0,2011,Saint Ambrose University,3.0,4.0,2.0,0.8394,23.0,1050.0,2753.0,421.0,23910.0,23910.0,8121.0,6647.0,0.6198,0.8142,0.6744,0.021,0.134020619,,0.109536083,,704.0,16175.0,,1.0,0.4028,0.5972,850.0,1200.0,8585.0,,5
760,154350.0,2011,Simpson College,3.0,4.0,2.0,0.8622,24.0,1090.0,1897.0,338.0,26837.0,26837.0,7353.0,5902.0,0.6751,0.8,0.7269,0.034,0.095785441,,0.111111111,,473.0,18750.0,,1.0,0.4391,0.5609,42.0,900.0,7639.0,,5
763,154493.0,2011,Upper Iowa University,3.0,4.0,2.0,0.6394,21.0,970.0,5042.0,170.0,22350.0,22350.0,3734.0,5509.0,0.3796,0.6056,0.915,0.07,0.066875,0.010625,0.336875,0.8142857143,1324.0,8247.0,,1.0,0.3887,0.6113,499.0,1400.0,6870.0,,5
766,154590.0,2011,William Penn University,3.0,4.0,2.0,0.596,19.0,895.0,1613.0,255.0,20234.0,20234.0,5174.0,4508.0,0.2331,0.5608,0.8818,0.103,0.094095941,,0.3099631,0.7918781726,662.0,12250.0,,1.0,0.5034,0.4966,194.0,1100.0,5392.0,,5
768,154688.0,2011,Baker University,3.0,4.0,2.0,0.9192,23.0,1064.0,2054.0,,22280.0,22280.0,4351.0,5522.0,0.6897,0.8171,0.6145,0.034,0.222900763,,0.146564886,0.8277404922,666.0,17500.0,,1.0,0.4372,0.5628,1519.0,1200.0,7030.0,,5
770,154712.0,2011,Benedictine College,3.0,4.0,2.0,0.603,24.0,1105.0,1492.0,315.0,20475.0,20475.0,4184.0,5227.0,0.5208,0.8061,0.5721,0.021,0.039267016,,0.070680628,,385.0,16687.5,,1.0,0.4531,0.5469,70.0,2400.0,7375.0,,5
778,155089.0,2011,Friends University,3.0,4.0,2.0,0.6082,22.0,998.0,1933.0,179.0,20040.0,20040.0,5898.0,5888.0,0.2947,0.6497,0.7366,0.068,0.102432779,,0.304737516,0.8258064516,772.0,13294.0,,1.0,0.4366,0.5634,838.0,1100.0,5790.0,,5
786,155335.0,2011,Newman University,3.0,4.0,2.0,0.4503,23.0,1068.0,1236.0,125.0,20712.0,20712.0,4516.0,5425.0,0.3194,0.6782,0.4186,0.058,0.296072508,,0.148036254,0.7680412371,377.0,12000.0,,1.0,0.3309,0.6691,743.0,1017.0,6938.0,,5
789,155520.0,2011,MidAmerica Nazarene University,3.0,4.0,2.0,0.9417,23.0,1039.0,1347.0,160.0,20250.0,20250.0,6327.0,5251.0,0.506,0.7692,0.7146,0.026,0.212371134,,0.175257732,0.8475750577,383.0,12500.0,,1.0,0.4276,0.5724,412.0,1180.0,6750.0,,5
793,155900.0,2011,Southwestern College,3.0,4.0,2.0,0.9164,21.0,976.0,1478.0,102.0,20656.0,20656.0,4235.0,5553.0,0.5177,0.6387,0.5226,0.075,0.234192038,,0.170960187,0.8111587983,422.0,12940.5,,1.0,0.5264,0.4736,267.0,600.0,6056.0,,5
798,156213.0,2011,Asbury University,3.0,4.0,2.0,0.663,24.0,1118.0,1355.0,202.0,23303.0,23303.0,6825.0,5668.0,0.6291,0.7524,0.5889,0.032,0.097826087,,0.134057971,0.9404761905,309.0,15750.0,,1.0,0.3852,0.6148,142.0,815.0,5566.0,,5
800,156286.0,2011,Bellarmine University,3.0,4.0,2.0,0.5145,24.0,1108.0,2316.0,427.0,30310.0,30310.0,7785.0,7003.0,0.688,0.8283,0.5515,0.039,0.08892922,,0.10707804,0.9246376812,427.0,14500.0,,1.0,0.3631,0.6369,730.0,876.0,9128.0,,5
803,156365.0,2011,Campbellsville University,3.0,4.0,2.0,0.6473,21.0,968.0,2054.0,445.0,19710.0,19710.0,4444.0,4924.0,0.4462,0.6829,0.5302,0.07,0.087301587,,0.204761905,0.83,433.0,6800.0,,1.0,0.4533,0.5467,453.0,1000.0,6740.0,,5
806,156541.0,2011,University of the Cumberlands,3.0,4.0,2.0,0.6819,22.0,1022.0,1442.0,410.0,17000.0,17000.0,4008.0,5001.0,0.3828,0.5629,0.6443,0.082,0.108974359,,0.151709402,0.8055555556,361.0,6408.0,,1.0,0.4965,0.5035,1554.0,1000.0,6826.0,,5
